multi-process
multiprocess: 41.77098410000326
         908427 function calls (763618 primitive calls) in 44.810 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.001    0.000    0.001    0.000 posixpath.py:150(dirname)
       12    0.001    0.000    0.078    0.006 six.py:91(__get__)
       60    0.001    0.000    0.001    0.000 sre_parse.py:76(__init__)
        1    0.001    0.001    0.001    0.001 _pslinux.py:569(per_cpu_times)
       23    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       10    0.001    0.000   29.097    2.910 popen_fork.py:24(poll)
       69    0.001    0.000    0.001    0.000 key.py:103(__hash__)
       16    0.001    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1099(create_module)
        1    0.001    0.001    0.001    0.001 {built-in method _curses.setupterm}
       24    0.001    0.000    0.001    0.000 tokenize.py:94(<listcomp>)
        1    0.001    0.001    0.008    0.008 ssl.py:223(_TLSMessageType)
        1    0.001    0.001    2.288    2.288 toplevel.py:2(<module>)
       35    0.001    0.000    0.001    0.000 datetime.py:379(_check_int_field)
       14    0.001    0.000    0.001    0.000 typing.py:120(_type_check)
        8    0.001    0.000    0.003    0.000 packing.py:325(make_multi)
        1    0.001    0.001    0.055    0.055 core.py:1(<module>)
       26    0.001    0.000    0.001    0.000 os.py:691(__iter__)
        9    0.001    0.000    0.001    0.000 typing.py:586(__init__)
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
       14    0.001    0.000    0.004    0.000 __init__.py:132(_with_transport)
       20    0.001    0.000    0.005    0.000 __init__.py:558(quietfunc)
       17    0.001    0.000    0.001    0.000 sre_compile.py:432(_generate_overlap_table)
        5    0.001    0.000    0.002    0.000 posixpath.py:228(expanduser)
        1    0.001    0.001    0.059    0.059 _pslinux.py:1529(Process)
        1    0.000    0.000    0.001    0.001 __init__.py:22(<listcomp>)
       45    0.000    0.000    0.001    0.000 formatstring_mutator.py:8(mutate)
        8    0.000    0.000    0.003    0.000 __init__.py:937(handle)
       48    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.013    0.013 tz.py:2(<module>)
       53    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.001    0.000 opcode.py:43(name_op)
        3    0.000    0.000    0.002    0.001 enum.py:881(<listcomp>)
       41    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       29    0.000    0.000    0.002    0.000 config.py:88(__init__)
        1    0.000    0.000    0.010    0.010 __init__.py:80(AdbClient)
       25    0.000    0.000    0.001    0.000 enum.py:327(__getattr__)
       66    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.010    0.010 datetime.py:1(<module>)
        1    0.000    0.000    0.141    0.141 ssl.py:4(<module>)
       15    0.000    0.000    0.004    0.000 __init__.py:120(_autoclose)
       23    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:746(create_module)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        1    0.000    0.000    0.098    0.098 __init__.py:17(<module>)
        1    0.000    0.000    0.100    0.100 ssh.py:1(<module>)
       21    0.000    0.000    0.001    0.000 codecs.py:319(decode)
       15    0.000    0.000    0.001    0.000 ssl.py:965(_sslcopydoc)
       54    0.000    0.000    0.000    0.000 enum.py:659(value)
        1    0.000    0.000    0.008    0.008 ssl.py:182(_TLSAlertType)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:754(exec_module)
       50    0.000    0.000    0.000    0.000 enums.py:316(<genexpr>)
        1    0.000    0.000    0.001    0.001 _policybase.py:99(_extend_docstrings)
        8    0.000    0.000    0.010    0.001 log.py:286(_log)
        1    0.000    0.000    2.593    2.593 io_controller.py:3(<module>)
        1    0.000    0.000    0.123    0.123 socket.py:4(<module>)
        1    0.000    0.000    0.059    0.059 dwarfinfo.py:9(<module>)
        1    0.000    0.000    0.005    0.005 sections.py:9(<module>)
        8    0.000    0.000    0.220    0.028 shutil.py:395(copy)
        8    0.000    0.000    0.126    0.016 shutil.py:284(copymode)
       45    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
       14    0.000    0.000    0.001    0.000 __init__.py:139(_check_size)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.001    0.000 typing.py:1057(__init_subclass__)
       33    0.000    0.000    0.000    0.000 enum.py:347(<genexpr>)
        8    0.000    0.000    0.009    0.001 __init__.py:1553(_log)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       12    0.000    0.000    0.001    0.000 tube.py:1375(make_wrapper)
       18    0.000    0.000    0.001    0.000 codecs.py:309(__init__)
       11    0.000    0.000    0.001    0.000 typing.py:897(__init_subclass__)
       38    0.000    0.000    0.000    0.000 log.py:265(__init__)
        1    0.000    0.000    0.176    0.176 client.py:1(<module>)
        4    0.000    0.000    0.014    0.003 context.py:273(_Popen)
        3    0.000    0.000    0.003    0.001 enum.py:864(_decompose)
       14    0.000    0.000    0.003    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.014    0.014 platform.py:620(_syscmd_file)
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
       13    0.000    0.000    0.003    0.000 __init__.py:1452(LocalNoarchContext)
        1    0.000    0.000    0.334    0.334 elf.py:1(<module>)
        8    0.000    0.000    0.003    0.000 text.py:63(_fg_color)
        8    0.000    0.000    0.004    0.001 __init__.py:1633(callHandlers)
        6    0.000    0.000    0.001    0.000 descriptions.py:477(_reverse_dict)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       25    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:275(ContextType)
       16    0.000    0.000    0.000    0.000 abi.py:114(__init__)
        8    0.000    0.000    0.001    0.000 __init__.py:1502(findCaller)
       30    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.038    0.038 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 serialutil.py:10(<module>)
       36    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.010    0.001 __init__.py:1485(log)
        5    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 lists.py:98(concat)
        8    0.000    0.000    0.002    0.000 log.py:504(emit)
       13    0.000    0.000    0.002    0.000 _collections_abc.py:742(__iter__)
        1    0.000    0.000    0.002    0.002 serialposix.py:30(<module>)
       11    0.000    0.000    0.009    0.001 genericpath.py:39(isdir)
       12    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.011    0.011 log.py:1(<module>)
        8    0.000    0.000    0.013    0.002 shutil.py:207(_samefile)
        9    0.000    0.000    0.001    0.000 posixpath.py:140(basename)
       14    0.000    0.000    0.310    0.022 six.py:80(_import_module)
        1    0.000    0.000    0.037    0.037 shutil.py:1(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        4    0.000    0.000    0.003    0.001 typing.py:875(__class_getitem__)
        1    0.000    0.000    0.002    0.002 abi.py:2(<module>)
       25    0.000    0.000    0.000    0.000 enum.py:146(<dictcomp>)
        4    0.000    0.000    0.002    0.000 posixpath.py:372(abspath)
        1    0.000    0.000    0.019    0.019 _psposix.py:5(<module>)
        7    0.000    0.000    0.004    0.001 enum.py:822(__or__)
        8    0.000    0.000    0.012    0.002 genericpath.py:94(samefile)
        5    0.000    0.000    0.001    0.000 opcode.py:51(jabs_op)
        7    0.000    0.000    0.001    0.000 six.py:159(_resolve)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.048    0.048 header.py:5(<module>)
        4    0.000    0.000    0.014    0.004 context.py:222(_Popen)
       28    0.000    0.000    0.000    0.000 __init__.py:273(<genexpr>)
        1    0.000    0.000    0.008    0.008 hashlib.py:5(<module>)
        1    0.000    0.000    0.002    0.002 tarfile.py:29(<module>)
        4    0.000    0.000    0.002    0.000 __init__.py:858(__init__)
        6    0.000    0.000    0.001    0.000 sortedlist.py:1545(__make_cmp)
        1    0.000    0.000    0.225    0.225 client.py:89(<module>)
        1    0.000    0.000    0.000    0.000 datatypes.py:88(constants)
       30    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       26    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
    13/12    0.000    0.000    0.008    0.001 typing.py:255(inner)
       23    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        8    0.000    0.000    0.001    0.000 posixpath.py:117(splitext)
     10/6    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        4    0.000    0.000    0.073    0.018 io_controller.py:21(__init__)
        3    0.000    0.000    0.002    0.001 __init__.py:1216(cache_dir)
        1    0.000    0.000    0.009    0.009 socks.py:1(<module>)
        8    0.000    0.000    0.004    0.000 __init__.py:1538(makeRecord)
        4    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.108    0.108 elffile.py:9(<module>)
        1    0.000    0.000    0.365    0.365 update.py:1(<module>)
        1    0.000    0.000    0.001    0.001 die.py:9(<module>)
        1    0.000    0.000    0.078    0.078 connection.py:10(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.042    0.042 pickle.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.003    0.003 args.py:175(initialize)
        9    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
        4    0.000    0.000    0.001    0.000 json_handler.py:15(__init__)
        2    0.000    0.000    0.001    0.000 __init__.py:256(_longest)
        1    0.000    0.000    0.001    0.001 descriptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 version.py:271(__init__)
        1    0.000    0.000    0.021    0.021 rop.py:1(<module>)
        1    0.000    0.000    0.069    0.069 configparser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 relocation.py:108(RelocationHandler)
        1    0.000    0.000    0.001    0.001 subprocess.py:1097(_close_pipe_fds)
        1    0.000    0.000    0.733    0.733 asm.py:2(<module>)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.007    0.007 parse.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        1    0.000    0.000    0.001    0.001 ssl.py:971(SSLSocket)
        4    0.000    0.000    0.001    0.000 util.py:410(_flush_std_streams)
        9    0.000    0.000    0.000    0.000 text.py:101(c)
        8    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        4    0.000    0.000    0.000    0.000 serialutil.py:54(to_bytes)
        8    0.000    0.000    0.002    0.000 __init__.py:62(deprecated)
        4    0.000    0.000    0.001    0.000 ssl.py:451(__new__)
      3/2    0.000    0.000    0.002    0.001 typing.py:347(__getitem__)
        1    0.000    0.000    0.004    0.004 __init__.py:309(Process)
        2    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        1    0.000    0.000    0.002    0.002 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.009    0.009 random.py:1(<module>)
       10    0.000    0.000    0.234    0.023 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        1    0.000    0.000    0.055    0.055 fiddling.py:2(<module>)
        4    0.000    0.000   29.097    7.274 process.py:142(join)
        3    0.000    0.000    0.001    0.000 six.py:866(wrapper)
        4    0.000    0.000    0.002    0.001 typing.py:248(_tp_cache)
       27    0.000    0.000    0.000    0.000 abi.py:30(__init__)
        4    0.000    0.000    0.001    0.000 process.py:61(_cleanup)
       12    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.024    0.024 net.py:1(<module>)
        1    0.000    0.000    0.031    0.031 serialtube.py:1(<module>)
        1    0.000    0.000    0.162    0.162 pool.py:10(<module>)
        1    0.000    0.000    0.002    0.002 csv.py:2(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.011    0.011 gdb.py:2(<module>)
        1    0.000    0.000    0.015    0.015 dynamic.py:9(<module>)
        1    0.000    0.000    0.356    0.356 corefile.py:2(<module>)
        1    0.000    0.000    0.008    0.008 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
       27    0.000    0.000    0.000    0.000 base_mutator.py:19(set_input_str)
        2    0.000    0.000    0.011    0.006 structs.py:10(<module>)
        5    0.000    0.000    0.001    0.000 datetime.py:411(_check_date_fields)
        8    0.000    0.000    0.004    0.001 __init__.py:1579(handle)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 typing.py:1818(IO)
        9    0.000    0.000    0.001    0.000 subprocess.py:1632(<genexpr>)
        7    0.000    0.000    0.000    0.000 py3compat.py:64(iteritems)
        4    0.000    0.000    0.062    0.015 io_controller.py:73(init_handlers)
        1    0.000    0.000    0.246    0.246 context.py:1(<module>)
        6    0.000    0.000    0.001    0.000 sortedset.py:269(__make_cmp)
        7    0.000    0.000    0.002    0.000 _common.py:419(memoize_when_activated)
        5    0.000    0.000    0.001    0.000 datetime.py:424(_check_time_fields)
        2    0.000    0.000    0.002    0.001 typing.py:674(__getitem__)
       13    0.000    0.000    0.001    0.000 _collections_abc.py:719(__iter__)
        7    0.000    0.000    0.310    0.044 six.py:114(_resolve)
        1    0.000    0.000    0.001    0.001 namelut.py:9(<module>)
        1    0.000    0.000    0.182    0.182 reduction.py:10(<module>)
       14    0.000    0.000    0.000    0.000 hashes.py:9(_closure)
        2    0.000    0.000    0.048    0.024 __init__.py:4(<module>)
        1    0.000    0.000    0.055    0.055 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:327(_Stream)
       23    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 platform.py:592(_follow_symlinks)
       11    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.004    0.004 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 segments.py:9(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
       21    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 sortedlist.py:1690(SortedKeyList)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        1    0.000    0.000    0.150    0.150 remote.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.001    0.001 _pslinux.py:553(cpu_times)
       19    0.000    0.000    0.000    0.000 enum.py:352(__members__)
        8    0.000    0.000    0.011    0.001 log.py:383(info)
     10/6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        2    0.000    0.000    0.198    0.099 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sections.py:212(SUNWSyminfoTableSection)
       20    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       18    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        7    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.001    0.000 __init__.py:887(createLock)
        8    0.000    0.000    0.002    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 ret2dlresolve.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.111    0.111 version.py:4(<module>)
       10    0.000    0.000    0.000    0.000 text.py:75(_decorator)
        1    0.000    0.000    0.000    0.000 notes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datatypes.py:356(Elf64_Shdr)
        4    0.000    0.000    0.001    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.010    0.010 tube.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.047    0.047 process.py:10(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 utils.py:15(merge_dicts)
        1    0.000    0.000    0.025    0.025 scanner.py:1(<module>)
        1    0.000    0.000    0.279    0.279 readline.py:3(<module>)
       18    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.542    0.542 dynelf.py:1(<module>)
        9    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.003    0.001 enum.py:792(_create_pseudo_member_)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        6    0.000    0.000    0.002    0.000 __init__.py:281(_assert_pid_not_reused)
        1    0.000    0.000    0.002    0.002 __init__.py:20(__init__)
        3    0.000    0.000    0.001    0.000 datetime.py:1566(__new__)
       16    0.000    0.000    0.000    0.000 __init__.py:792(filter)
        4    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        3    0.000    0.000    0.001    0.000 _common.py:132(_validate_fromutc_inputs)
        6    0.000    0.000    0.000    0.000 {built-in method posix.access}
        7    0.000    0.000    0.000    0.000 encoder.py:26(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.028    0.028 dis.py:1(<module>)
        1    0.000    0.000    0.024    0.024 process.py:2(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        6    0.000    0.000    0.000    0.000 key.py:89(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.057    0.057 tempfile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:1226(append)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.001    0.001 flag.py:1(<module>)
        8    0.000    0.000    0.001    0.000 log.py:640(handle)
        8    0.000    0.000    0.000    0.000 __init__.py:156(<lambda>)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.001    0.001 macros.py:1(<module>)
        1    0.000    0.000    0.003    0.003 text.py:26(__init__)
        8    0.000    0.000    0.001    0.000 log.py:634(stream)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        3    0.000    0.000    0.003    0.001 update.py:86(cache_file)
        8    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        9    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.002    0.002 relocation.py:9(<module>)
        1    0.000    0.000    0.004    0.004 lineprogram.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sections.py:330(ARMAttributesSubsubsection)
        1    0.000    0.000    0.008    0.008 subprocess.py:10(<module>)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        8    0.000    0.000    0.000    0.000 __init__.py:894(acquire)
        8    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        4    0.000    0.000    0.007    0.002 __init__.py:274(load)
        1    0.000    0.000    0.001    0.001 regsort.py:2(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
        1    0.000    0.000    0.131    0.131 csv_handler.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:901(release)
        1    0.000    0.000    0.016    0.016 util.py:10(<module>)
        1    0.000    0.000    0.121    0.121 feedparser.py:5(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
        1    0.000    0.000    0.134    0.134 utils.py:9(<module>)
        1    0.000    0.000    0.003    0.003 relativedelta.py:2(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.104    0.104 platform.py:3(<module>)
        1    0.000    0.000    0.001    0.001 fmtstr.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _common.py:387(memoize)
        4    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.021    0.021 key.py:1(<module>)
        1    0.000    0.000    0.001    0.001 qemu.py:1(<module>)
        1    0.000    0.000    0.210    0.210 term.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.038    0.038 decoder.py:1(<module>)
        1    0.000    0.000    0.022    0.022 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:358(_sync)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.001    0.001 xor.py:26(<module>)
        5    0.000    0.000    0.001    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 tarfile.py:278(StreamError)
        1    0.000    0.000    0.002    0.002 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.296    0.296 args.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.001    0.001 gnuversions.py:9(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1121(runtime_checkable)
        6    0.000    0.000    0.000    0.000 enum.py:847(_high_bit)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        4    0.000    0.000    0.001    0.000 sortedlist.py:61(decorating_function)
       13    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:526(__enter__)
        1    0.000    0.000    0.038    0.038 utils.py:5(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 useragents.py:1(<module>)
        4    0.000    0.000    0.001    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f18db5e30d0}
        1    0.000    0.000    0.003    0.003 subprocess.py:980(communicate)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
       14    0.000    0.000    0.000    0.000 typing.py:1062(<genexpr>)
        1    0.000    0.000    0.017    0.017 iters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_handler.py:17(BaseHandler)
       12    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.093    0.093 _policybase.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _curses.tparm}
        1    0.000    0.000    0.010    0.010 subprocess.py:448(run)
        2    0.000    0.000    0.035    0.017 delta.py:1(<module>)
        3    0.000    0.000    0.002    0.001 _common.py:401(wrapper)
        1    0.000    0.000    0.001    0.001 sh_string.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intervaltree.py:44(IntervalTree)
        1    0.000    0.000    0.010    0.010 builder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pslinux.py:267(set_scputimes_ntuple)
        3    0.000    0.000    0.000    0.000 __init__.py:1589(addHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:888(log_level)
        1    0.000    0.000    0.003    0.003 locationlists.py:9(<module>)
        1    0.000    0.000    0.001    0.001 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.002    0.002 sortedlist.py:85(SortedList)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.001    0.000 functools.py:524(decorating_function)
       12    0.000    0.000    0.000    0.000 base_mutator.py:7(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       11    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.007    0.007 subprocess.py:732(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        8    0.000    0.000    0.000    0.000 _pslinux.py:583(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:717(__hash__)
        1    0.000    0.000    0.038    0.038 debug.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv_handler.py:23(CsvHandler)
        3    0.000    0.000    0.003    0.001 enum.py:785(_missing_)
        3    0.000    0.000    0.001    0.000 adb.py:165(no_emulator)
        1    0.000    0.000    0.028    0.028 intervaltree.py:4(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:883(<genexpr>)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 typing.py:708(__eq__)
        1    0.000    0.000    0.053    0.053 configparser.py:560(RawConfigParser)
        1    0.000    0.000    0.002    0.002 _parser.py:300(__init__)
        1    0.000    0.000    0.001    0.001 elf.py:167(ELF)
        1    0.000    0.000    0.000    0.000 call.py:2(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        3    0.000    0.000    0.000    0.000 posixpath.py:164(islink)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        6    0.000    0.000    0.000    0.000 core.py:93(__init__)
        4    0.000    0.000    0.000    0.000 csv_handler.py:28(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.002    0.002 ssl.py:168(_TLSContentType)
        4    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.001    0.001 sortedset.py:36(SortedSet)
        1    0.000    0.000    0.002    0.002 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 log.py:631(LogfileHandler)
        2    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.283    0.283 completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bootimg.py:12(boot_img_hdr)
        1    0.000    0.000    0.001    0.001 log.py:632(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 configparser.py:1240(__init__)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
        1    0.000    0.000    0.002    0.002 typing.py:1930(TextIO)
        1    0.000    0.000    0.000    0.000 timeout.py:64(Timeout)
        4    0.000    0.000   29.097    7.274 popen_fork.py:40(wait)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       10    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.539    0.539 proc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 known.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 configparser.py:376(BasicInterpolation)
