multi-process
multiprocess: 41.77098410000326
         908427 function calls (763618 primitive calls) in 44.810 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 srop.py:2(<module>)
        1    0.000    0.000    0.000    0.000 os.py:611(get_exec_path)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        3    0.000    0.000    0.000    0.000 __init__.py:173(fset)
        8    0.000    0.000    0.000    0.000 genericpath.py:87(samestat)
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 config.py:94(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:786(MapResult)
        1    0.000    0.000    0.030    0.030 string.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
        2    0.000    0.000    0.001    0.001 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.004    0.004 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.003    0.003 update.py:112(should_check)
        9    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 xor.py:1(<module>)
        1    0.000    0.000    0.015    0.015 __init__.py:10(<module>)
        8    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 gadgets.py:3(<module>)
        1    0.000    0.000    0.253    0.253 __init__.py:15(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.008    0.008 copy.py:1(<module>)
        8    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        4    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        3    0.000    0.000    0.234    0.078 six.py:209(is_package)
        1    0.000    0.000    0.001    0.001 sorteddict.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cyclic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datatypes.py:595(<listcomp>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        8    0.000    0.000    0.000    0.000 base_handler.py:20(__init__)
        2    0.000    0.000    0.001    0.000 socks.py:38(set_self_blocking)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.017    0.017 listen.py:1(<module>)
        1    0.000    0.000    0.125    0.125 parser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 log.py:456(setLevel)
        8    0.000    0.000    0.000    0.000 threading.py:1031(name)
        4    0.000    0.000    0.000    0.000 bufferoverflow_mutator.py:8(__init__)
        1    0.000    0.000    0.003    0.003 config.py:51(initialize)
        1    0.000    0.000    0.005    0.005 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:117(pop)
        8    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1728(__new__)
        2    0.000    0.000    0.000    0.000 datatypes.py:633(generate_prpsinfo)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        4    0.000    0.000    0.000    0.000 random_byte_mutator.py:6(__init__)
        8    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
        5    0.000    0.000    0.000    0.000 typing.py:733(__mro_entries__)
        1    0.000    0.000    0.000    0.000 getdents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:10(<module>)
        5    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 formatstring_mutator.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.001    0.001 container.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.002    0.002 libcdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_IMODE}
        1    0.000    0.000    0.002    0.002 plt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:204(LengthValueAdapter)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 ranges.py:9(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 misc.py:106(read)
        4    0.000    0.000    0.000    0.000 abc.py:89(register)
        9    0.000    0.000    0.000    0.000 json_handler.py:23(mutators)
        1    0.000    0.000    0.000    0.000 timeout.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _curses.tigetstr}
        1    0.000    0.000    0.001    0.001 threading.py:1262(__init__)
        8    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 memleak.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:456(update)
        1    0.000    0.000    0.001    0.001 server.py:1(<module>)
        1    0.000    0.000    0.044    0.044 traceback.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 srop.py:251(SigreturnFrame)
        1    0.000    0.000    0.001    0.001 _pslinux.py:126(IOPriority)
        7    0.000    0.000    0.000    0.000 enum.py:893(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:114(push)
        1    0.000    0.000    0.002    0.002 sortedlist.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 core.py:334(__init__)
        1    0.000    0.000    0.000    0.000 construct_utils.py:9(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:601(__init__)
        1    0.000    0.000    0.008    0.008 base_handler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ui.py:1(<module>)
        1    0.000    0.000    0.005    0.005 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 xor.py:13(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.002    0.002 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.002    0.002 adb.py:1387(Partitions)
        1    0.000    0.000    0.006    0.006 lzma.py:1(<module>)
        1    0.000    0.000    0.010    0.010 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 datatypes.py:433(Elf_eident)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        7    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 abbrevtable.py:9(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.014    0.014 platform.py:661(architecture)
        1    0.000    0.000    0.001    0.001 adb.py:1046(Kernel)
        1    0.000    0.000    0.001    0.001 aranges.py:9(<module>)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 atexception.py:1(<module>)
        1    0.000    0.000    0.011    0.011 bufferoverflow_mutator.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        1    0.000    0.000    0.029    0.029 string.py:67(__init__)
        3    0.000    0.000    0.000    0.000 core.py:312(__init__)
        1    0.000    0.000    0.001    0.001 bootloader.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:712(open_binary)
        1    0.000    0.000    0.001    0.001 _common.py:135(NicDuplex)
        2    0.000    0.000    0.001    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.024    0.024 keymap.py:1(<module>)
        1    0.000    0.000    0.009    0.009 interval.py:4(<module>)
        1    0.000    0.000    0.014    0.014 sock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:171(find_module)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.003    0.003 text.py:1(<module>)
        1    0.000    0.000    0.003    0.003 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(TarInfo)
        1    0.000    0.000    0.000    0.000 ssh.py:515(ssh)
        1    0.000    0.000    0.000    0.000 serialposix.py:247(Serial)
        4    0.000    0.000    0.000    0.000 context.py:233(get_context)
        4    0.000    0.000    0.000    0.000 typing.py:682(<genexpr>)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        3    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        2    0.000    0.000    0.000    0.000 version.py:389(is_prerelease)
        1    0.000    0.000    0.000    0.000 filepointer.py:3(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1772(_wait)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
        1    0.000    0.000    0.011    0.011 bz2.py:1(<module>)
        1    0.000    0.000    0.010    0.010 subprocess.py:368(check_output)
        3    0.000    0.000    0.000    0.000 __init__.py:494(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 bitstream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorteddict.py:39(SortedDict)
        1    0.000    0.000    0.000    0.000 keyconsts.py:1(<module>)
        1    0.000    0.000    0.006    0.006 isoparser.py:2(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:1047(__init__)
        2    0.000    0.000    0.002    0.001 __init__.py:1405(setLevel)
        1    0.000    0.000    0.001    0.001 socks.py:241(socksocket)
        1    0.000    0.000    0.001    0.001 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 internal.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.007    0.007 code.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:1125(__init__)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
        1    0.000    0.000    0.020    0.020 __init__.py:17(module)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 hash.py:10(<module>)
        1    0.000    0.000    0.011    0.011 json_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:1(<module>)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        4    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        3    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
        1    0.000    0.000    0.005    0.005 compileunit.py:9(<module>)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 datatypes.py:491(generate_prstatus_common)
        1    0.000    0.000    0.006    0.006 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
        1    0.000    0.000    0.001    0.001 web.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.002    0.002 log.py:666(install_default_handler)
        5    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 __init__.py:335(__init__)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.092    0.092 version.py:267(Version)
        4    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        1    0.000    0.000    0.001    0.001 abi.py:9(ABI)
        1    0.000    0.000    0.001    0.001 _common.py:147(BatteryTime)
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        2    0.000    0.000    0.000    0.000 __init__.py:495(local)
        1    0.000    0.000    0.000    0.000 client.py:224(HTTPResponse)
        1    0.000    0.000    0.000    0.000 atexit.py:1(<module>)
        1    0.000    0.000    0.003    0.003 alphanum_byte.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sortedlist.py:55(recursive_repr)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.002    0.002 update.py:103(last_check)
        1    0.000    0.000    0.008    0.008 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:272(ReadError)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.002    0.002 sortedset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.001    0.001 datetime.py:2179(timezone)
        2    0.000    0.000    0.000    0.000 __init__.py:531(__exit__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_internal_poll)
        1    0.000    0.000    0.002    0.002 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 net.py:18(struct_sockaddr)
        2    0.000    0.000    0.002    0.001 __init__.py:1604(cpu_times)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.001    0.001 typing.py:686(copy_with)
        1    0.000    0.000    0.000    0.000 text.py:69(_bg_color)
        1    0.000    0.000    0.000    0.000 configparser.py:679(read)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        2    0.000    0.000    0.001    0.001 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 py3compat.py:9(<module>)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        5    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 toplevel.py:83(<listcomp>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 config.py:41(register_config)
        1    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        2    0.000    0.000    0.000    0.000 macros.py:123(UBInt8)
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        5    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.039    0.039 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 bootloader.py:13(img_info)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 macros.py:15(Field)
        2    0.000    0.000    0.000    0.000 text.py:76(f)
        1    0.000    0.000    0.000    0.000 __init__.py:1745(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.000    0.000 log.py:242(Logger)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 splash.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:322(FormatField)
        1    0.000    0.000    0.000    0.000 ssh.py:37(ssh_channel)
        1    0.000    0.000    0.000    0.000 warnings.py:462(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 datatypes.py:656(generate_siginfo)
        1    0.000    0.000    0.001    0.001 typing.py:1916(BinaryIO)
        4    0.000    0.000    0.000    0.000 version.py:282(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:64(ConstantsModule)
        5    0.000    0.000    0.000    0.000 encoder.py:18(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:764(getenv)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        1    0.000    0.000    0.000    0.000 buffer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:57(ProxyError)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:58(_timelex)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.077    0.077 config.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xor.py:103(MipsXorEncoder)
        4    0.000    0.000    0.000    0.000 json_handler.py:27(mutators)
        1    0.000    0.000    0.001    0.001 unix_termcap.py:45(init)
        1    0.000    0.000    0.000    0.000 core.py:770(Switch)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        3    0.000    0.000    0.000    0.000 __init__.py:128(__setitem__)
        1    0.000    0.000    0.013    0.013 unix_termcap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 bootimg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 remote.py:14(remote)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 _common.py:597(outer)
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.001    0.001 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1048(poll)
        1    0.000    0.000    0.000    0.000 client.py:767(HTTPConnection)
        1    0.000    0.000    0.000    0.000 tarfile.py:597(_FileInFile)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 version.py:474(_cmpkey)
        1    0.000    0.000    0.000    0.000 container.py:88(FlagsContainer)
        1    0.000    0.000    0.000    0.000 container.py:101(ListContainer)
        1    0.000    0.000    0.007    0.007 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 py3compat.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1413(TarFile)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 node.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 json_handler.py:11(JsonHandler)
        1    0.000    0.000    0.000    0.000 _common.py:310(ZombieProcess)
        1    0.000    0.000    0.234    0.234 six.py:117(__getattr__)
        1    0.000    0.000    0.017    0.017 termcap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 net.py:45(union_ifa_ifu)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:950(_get_devnull)
        1    0.000    0.000    0.000    0.000 typing.py:1514(SupportsInt)
        1    0.000    0.000    0.000    0.000 client.py:626(Unmarshaller)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_mutator.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:32(BitPolynom)
        3    0.000    0.000    0.000    0.000 __init__.py:495(CFunctionType)
        3    0.000    0.000    0.000    0.000 base_handler.py:27(data_raw)
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 delta.py:37(i386DeltaEncoder)
        1    0.000    0.000    0.019    0.019 __init__.py:413(PercentStyle)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:14(SizeofError)
        1    0.000    0.000    0.000    0.000 registers.py:102(Register)
        1    0.000    0.000    0.005    0.005 pty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 process.py:42(process)
        1    0.000    0.000    0.001    0.001 text.py:11(eval_when)
        1    0.000    0.000    0.000    0.000 __init__.py:1734(__init__)
        1    0.000    0.000    0.001    0.001 typing.py:647(_GenericAlias)
        1    0.000    0.000    0.000    0.000 adapters.py:377(PaddingAdapter)
        3    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 typing.py:1608(__new__)
        1    0.000    0.000    0.000    0.000 dynelf.py:96(DynELF)
        1    0.000    0.000    0.000    0.000 __init__.py:51(Connection)
        1    0.000    0.000    0.000    0.000 datatypes.py:571(user_regs_struct_arm)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        1    0.000    0.000    0.000    0.000 posixpath.py:281(expandvars)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialposix.py:81(PlatformSpecific)
        3    0.000    0.000    0.000    0.000 __init__.py:955(setFormatter)
        1    0.000    0.000    0.000    0.000 random_byte_mutator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialutil.py:102(Timeout)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 __init__.py:432(LibraryLoader)
        1    0.000    0.000    0.000    0.000 py3compat.py:56(iterkeys)
        1    0.000    0.000    0.000    0.000 registers.py:99(<dictcomp>)
        1    0.000    0.000    0.039    0.039 linecache.py:1(<module>)
        3    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 tarfile.py:287(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:74(__init__)
        1    0.000    0.000    0.000    0.000 process.py:391(__init__)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 pep237.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 datatypes.py:594(user_regs_struct_aarch64)
        3    0.000    0.000    0.000    0.000 xor.py:118(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 core.py:18(ArrayError)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 integeroverflow_mutator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 formatstring_mutator.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:14(ArmEncoder)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 text.py:25(Module)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:762(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 configparser.py:1359(__iter__)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 client.py:459(Marshaller)
        1    0.000    0.000    0.000    0.000 __init__.py:239(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.001    0.001 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 datatypes.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:24(can_init)
        1    0.000    0.000    0.000    0.000 call.py:58(AppendedArgument)
        1    0.000    0.000    0.000    0.000 constants.py:12(<module>)
        1    0.000    0.000    0.000    0.000 corefile.py:266(Corefile)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:248(__getattr__)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 node.py:37(Node)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
